ID,Soil_pH,Organic_C (%),Total_N (%),C_N_Ratio,Land_Use_Type,Soil_Depth_cm,Bacteria_Abundance (%),Fungi_Abundance (%),β_Glucosidase (µmol/g/h),Urease (µmol/g/h),CO2_Emission (µg/g/day),NH4_Nitrate (µg/g)
41540,7.27,2.88,0.089,32.4,Monoculture,0–10,39.29,31.33,5.3,7.42,54.53,108.83
41541,5.61,2.24,0.158,14.2,Monoculture,10–20,53.82,30.69,4.79,11.41,51.27,178.05
41542,7.09,1.62,0.218,7.4,Traditional,0–10,54.62,40.76,4.2,14.99,48.1,238.02
41543,7.07,3.01,0.109,27.6,Traditional,10–20,44.56,46.16,5.39,8.6,54.77,128.82
41544,6.01,1.52,0.231,6.6,Traditional,0–10,42.27,45.05,4.12,15.82,47.61,250.77
41545,5.9,1.04,0.082,12.7,Monoculture,0–10,47.21,47.4,3.85,7.03,45.18,102.1
41546,7.25,3.31,0.068,48.7,Organic,10–20,36.67,38.66,5.62,6.09,56.56,88.05
41547,6.62,2.54,0.204,12.5,Organic,0–10,35.12,39.27,4.93,14.25,52.83,224.23
41548,5.59,4.36,0.245,17.8,Monoculture,0–10,31.73,28.85,6.49,16.76,61.79,264.8
41549,7.28,2.2,0.233,9.4,Organic,10–20,55.78,27.78,4.69,16.02,51.03,253.32
41550,6.2,4.47,0.18,24.8,Monoculture,0–10,47.2,32.2,6.63,12.84,62.38,199.82
41551,6.18,1.03,0.061,16.9,Monoculture,0–10,55.13,25.65,3.83,5.74,44.95,81.03
41552,6.79,1.21,0.246,4.9,Organic,0–10,32.15,27.38,3.95,16.68,46.12,266.03
41553,6.82,3.32,0.17,19.5,Traditional,0–10,34.64,26.41,5.63,12.27,56.65,190.14
41554,6.21,3.22,0.237,13.6,Organic,10–20,49.17,20.83,5.52,16.22,56.18,256.97
41555,5.79,2.9,0.1,29.0,Traditional,0–10,46.03,32.16,5.31,8.03,54.57,119.69
41556,6.6,1.68,0.158,10.6,Traditional,10–20,46.33,49.47,4.38,11.44,48.52,177.95
41557,6.75,1.33,0.053,25.1,Organic,0–10,36.94,40.42,3.99,5.2,46.44,72.96
41558,7.22,1.21,0.056,21.6,Monoculture,10–20,33.65,48.03,3.93,5.36,46.25,75.9
41559,6.47,3.71,0.071,52.3,Monoculture,0–10,51.65,46.02,5.93,6.21,58.58,91.1
41560,6.79,4.08,0.071,57.5,Organic,10–20,42.98,47.75,6.32,6.35,60.34,91.19
41561,5.61,3.87,0.192,20.2,Monoculture,10–20,38.45,32.94,6.11,13.55,59.29,212.17
41562,7.29,1.52,0.15,10.1,Organic,10–20,39.4,28.17,4.25,11.06,47.61,169.84
41563,6.15,3.73,0.1,37.3,Organic,10–20,41.61,23.87,5.94,8.01,58.68,119.83
41564,6.76,4.43,0.098,45.2,Monoculture,0–10,58.63,33.4,6.52,8.01,62.31,118.08
41565,7.33,3.15,0.17,18.5,Traditional,10–20,38.37,43.57,5.56,12.19,55.72,189.9
41566,7.12,2.34,0.084,27.9,Monoculture,10–20,30.73,34.33,4.82,7.07,51.71,104.1
41567,6.78,1.33,0.144,9.2,Monoculture,0–10,44.6,29.21,4.08,10.62,46.61,164.1
41568,6.91,2.06,0.151,13.6,Organic,10–20,46.09,48.88,4.56,11.07,50.42,171.19
41569,7.34,3.05,0.149,20.5,Organic,10–20,40.28,38.48,5.41,11.0,55.34,168.8
41570,7.12,2.46,0.244,10.1,Traditional,10–20,34.6,22.39,5.0,16.67,52.21,263.94
41571,6.72,2.8,0.094,29.8,Traditional,10–20,44.82,34.11,5.15,7.59,53.95,114.06
41572,6.82,3.39,0.206,16.5,Traditional,0–10,57.12,25.21,5.71,14.35,56.95,226.06
41573,5.79,2.51,0.231,10.9,Organic,10–20,52.35,31.77,5.03,15.79,52.45,250.89
41574,6.44,1.68,0.178,9.4,Organic,0–10,48.29,41.58,4.33,12.66,48.33,197.91
41575,6.1,1.27,0.203,6.3,Monoculture,0–10,38.12,35.89,4.07,14.16,46.3,222.79
41576,6.36,2.47,0.167,14.8,Traditional,0–10,36.33,36.21,4.97,12.02,52.51,186.93
41577,6.82,4.08,0.161,25.3,Organic,0–10,41.5,38.63,6.25,11.6,60.44,181.2
41578,5.8,3.38,0.183,18.5,Monoculture,10–20,35.51,42.42,5.72,13.05,56.94,203.22
41579,5.53,1.82,0.109,16.7,Traditional,0–10,55.11,36.59,4.5,8.66,49.14,128.71
41580,6.29,2.75,0.129,21.3,Traditional,10–20,35.42,31.52,5.16,9.72,53.64,149.16
41581,6.14,1.76,0.11,16.0,Monoculture,0–10,30.42,21.41,4.45,8.65,48.86,129.86
41582,6.34,1.48,0.172,8.6,Organic,0–10,47.39,22.09,4.26,12.27,47.18,192.1
41583,7.36,3.73,0.234,15.9,Organic,0–10,34.09,45.14,5.98,15.96,58.72,254.13
41584,6.91,2.49,0.059,42.2,Organic,10–20,46.92,30.14,4.88,5.65,52.43,79.31
41585,6.15,1.2,0.065,18.5,Organic,10–20,50.5,32.87,3.98,5.82,46.17,84.79
41586,5.86,3.86,0.107,36.1,Traditional,0–10,49.01,36.8,6.06,8.43,59.39,126.94
41587,6.74,4.28,0.082,52.2,Organic,0–10,38.93,25.88,6.38,6.9,61.32,101.99
41588,6.82,2.2,0.092,23.9,Organic,10–20,48.84,45.8,4.74,7.55,50.99,112.32
41589,6.47,2.73,0.199,13.7,Monoculture,10–20,39.19,42.9,5.2,13.97,53.64,219.27
41590,5.93,3.66,0.127,28.8,Organic,10–20,58.51,25.99,6.03,9.62,58.41,146.91
41591,5.56,1.13,0.067,16.9,Organic,0–10,58.97,23.37,3.86,6.01,45.55,87.21
41592,6.03,4.21,0.058,72.6,Monoculture,0–10,34.67,44.77,6.37,5.48,61.08,77.66
41593,6.41,4.49,0.109,41.2,Traditional,0–10,33.79,35.9,6.59,8.48,62.52,129.1
41594,7.08,2.77,0.217,12.8,Traditional,0–10,32.77,31.92,5.16,15.07,53.97,237.34
41595,7.21,2.87,0.069,41.6,Organic,0–10,31.47,31.92,5.37,6.11,54.38,89.08
41596,6.33,2.82,0.149,18.9,Traditional,0–10,30.03,43.61,5.3,10.99,54.23,168.98
41597,7.09,3.88,0.16,24.2,Organic,10–20,58.39,41.55,6.04,11.51,59.32,179.95
41598,7.49,2.84,0.083,34.2,Monoculture,10–20,48.31,38.03,5.31,6.96,54.13,103.15
41599,6.93,3.29,0.201,16.4,Traditional,0–10,42.14,48.75,5.61,14.05,56.45,220.82
41600,6.96,3.28,0.226,14.5,Traditional,10–20,48.38,38.07,5.59,15.48,56.28,246.32
41601,7.32,2.86,0.152,18.8,Organic,0–10,33.48,46.78,5.38,11.15,54.38,172.17
41602,6.18,4.24,0.081,52.3,Organic,10–20,44.57,42.59,6.46,6.84,61.27,101.19
41603,5.52,3.98,0.05,79.6,Monoculture,10–20,55.75,44.28,6.18,4.97,59.87,69.94
41604,7.47,1.25,0.057,21.9,Monoculture,0–10,38.93,34.62,4.02,5.39,46.42,76.76
41605,6.48,2.43,0.188,12.9,Monoculture,10–20,49.84,22.42,4.98,13.2,52.12,207.66
41606,7.07,3.05,0.055,55.5,Traditional,10–20,46.01,24.72,5.39,5.32,55.39,75.01
41607,7.12,3.75,0.06,62.5,Traditional,0–10,32.76,27.97,5.99,5.58,58.56,80.15
41608,6.3,2.26,0.215,10.5,Traditional,0–10,55.38,26.4,4.83,14.81,51.35,234.87
41609,6.58,3.15,0.113,27.9,Monoculture,10–20,47.42,23.98,5.39,8.77,55.9,132.86
41610,6.58,2.53,0.092,27.5,Monoculture,0–10,35.74,34.49,5.01,7.47,52.79,111.72
41611,5.94,1.43,0.176,8.1,Organic,0–10,32.88,46.02,4.08,12.52,47.25,196.2
41612,5.74,4.48,0.083,54.0,Monoculture,10–20,54.88,22.69,6.6,7.03,62.36,102.88
41613,6.59,3.38,0.222,15.2,Traditional,10–20,45.12,38.7,5.67,15.33,56.97,242.09
41614,5.74,2.03,0.113,18.0,Organic,10–20,56.69,39.44,4.64,8.75,50.21,133.12
41615,6.19,3.3,0.212,15.6,Organic,10–20,30.13,30.69,5.58,14.7,56.42,231.85
41616,5.87,1.96,0.156,12.6,Organic,10–20,43.28,44.27,4.46,11.39,49.72,176.26
41617,6.91,3.52,0.151,23.3,Traditional,0–10,55.75,20.88,5.89,11.08,57.47,170.96
41618,7.24,1.83,0.136,13.5,Organic,0–10,32.78,29.12,4.46,10.19,49.19,156.07
41619,6.66,4.39,0.168,26.1,Organic,0–10,54.86,46.92,6.39,12.07,61.9,188.47
41620,6.32,2.91,0.194,15.0,Organic,10–20,44.83,38.79,5.32,13.58,54.55,213.85
41621,7.49,3.82,0.063,60.6,Monoculture,0–10,44.56,26.28,6.01,5.84,59.09,83.47
41622,5.54,3.47,0.068,51.0,Organic,0–10,44.83,40.2,5.73,6.08,57.24,88.34
41623,6.11,4.04,0.126,32.1,Traditional,0–10,57.99,28.73,6.29,9.57,60.28,146.2
41624,6.06,3.93,0.198,19.8,Traditional,10–20,44.04,22.48,6.07,13.86,59.48,218.16
41625,6.21,1.21,0.092,13.2,Organic,0–10,30.82,24.1,4.0,7.45,46.16,111.99
41626,5.96,2.03,0.23,8.8,Monoculture,10–20,42.3,46.99,4.57,15.79,50.05,250.05
41627,6.03,2.95,0.109,27.1,Traditional,0–10,41.06,33.79,5.3,8.59,54.58,128.9
41628,6.02,3.91,0.129,30.3,Organic,0–10,59.15,21.96,6.12,9.76,59.38,149.11
41629,6.51,4.07,0.085,47.9,Monoculture,10–20,34.89,37.32,6.21,7.14,60.42,105.12
41630,6.28,2.4,0.198,12.1,Monoculture,0–10,42.22,20.25,4.9,13.83,52.19,217.82
41631,6.78,3.63,0.193,18.8,Organic,0–10,44.28,41.12,5.82,13.53,58.08,212.9
41632,6.53,3.25,0.219,14.8,Traditional,0–10,47.68,44.09,5.59,15.06,56.38,239.04
41633,5.87,4.21,0.112,37.6,Monoculture,0–10,34.46,48.81,6.36,8.7,61.22,132.12
41634,7.12,4.03,0.248,16.2,Organic,10–20,43.09,30.17,6.22,16.84,60.01,268.01
41635,6.44,1.86,0.235,7.9,Monoculture,0–10,33.27,21.9,4.51,16.13,49.44,255.01
41636,5.81,2.2,0.076,28.9,Organic,10–20,43.88,29.6,4.77,6.56,51.01,95.95
41637,5.83,1.96,0.183,10.7,Organic,10–20,43.92,33.53,4.56,13.0,49.86,203.24
41638,7.09,2.81,0.193,14.6,Organic,10–20,56.87,46.05,5.29,13.71,54.03,212.84
41639,6.91,1.24,0.227,5.5,Organic,0–10,48.65,33.67,3.99,15.5,46.23,246.88
41640,6.51,2.26,0.06,37.7,Traditional,10–20,42.86,25.66,4.71,5.63,51.33,79.6
41641,6.11,4.24,0.059,71.9,Organic,0–10,43.04,28.46,6.41,5.45,61.17,79.24
41642,6.42,3.68,0.195,18.9,Organic,0–10,36.54,31.36,5.89,13.71,58.39,215.3
41643,6.77,2.16,0.236,9.2,Organic,0–10,32.69,33.42,4.79,16.17,50.74,256.13
41644,7.26,2.54,0.053,47.9,Monoculture,10–20,43.72,23.77,5.05,5.27,52.63,72.84
41645,6.61,3.49,0.178,19.6,Organic,10–20,57.35,30.85,5.71,12.67,57.36,197.9
41646,6.05,4.26,0.071,60.0,Organic,10–20,37.15,40.6,6.4,6.29,61.34,90.85
41647,5.59,3.7,0.155,23.9,Organic,10–20,55.03,26.53,5.9,11.29,58.52,175.23
41648,5.85,4.43,0.065,68.2,Organic,0–10,34.93,41.71,6.5,5.84,62.16,85.01
41649,6.8,4.47,0.08,55.9,Organic,10–20,39.23,29.52,6.52,6.81,62.37,99.86
41650,5.82,1.67,0.082,20.4,Monoculture,0–10,57.98,23.03,4.43,6.9,48.34,102.24
41651,6.46,1.09,0.181,6.0,Organic,10–20,44.29,30.41,3.9,12.91,45.39,201.07
41652,6.9,3.93,0.079,49.7,Traditional,0–10,41.14,25.78,6.19,6.78,59.61,98.68
41653,6.12,4.12,0.062,66.5,Organic,0–10,55.71,27.61,6.26,5.7,60.41,81.88
41654,6.84,2.59,0.072,36.0,Traditional,10–20,45.39,29.16,5.02,6.34,53.05,92.11
41655,6.66,1.23,0.152,8.1,Organic,0–10,58.26,49.12,4.1,11.1,46.27,172.29
41656,6.38,1.6,0.237,6.8,Organic,0–10,31.47,41.54,4.41,16.27,47.99,257.09
41657,7.29,1.41,0.24,5.9,Monoculture,10–20,51.52,34.7,4.23,16.37,47.06,260.34
41658,6.88,1.62,0.209,7.8,Monoculture,0–10,38.7,49.58,4.32,14.58,48.16,229.09
41659,6.22,1.29,0.18,7.2,Traditional,10–20,50.14,24.75,4.12,12.81,46.54,199.87
41660,7.11,1.41,0.232,6.1,Monoculture,0–10,57.13,20.48,4.08,15.95,46.95,251.89
41661,6.98,3.47,0.229,15.2,Organic,10–20,42.52,20.95,5.76,15.77,57.34,249.06
41662,7.08,1.12,0.186,6.0,Monoculture,0–10,33.44,40.38,3.92,13.19,45.71,205.83
41663,6.78,4.02,0.142,28.3,Organic,10–20,58.33,28.69,6.26,10.52,60.04,161.69
41664,6.26,3.92,0.231,17.0,Monoculture,10–20,54.17,27.54,6.08,15.96,59.65,250.95
41665,6.2,3.17,0.237,13.4,Traditional,0–10,34.28,28.95,5.46,16.2,55.88,257.21
41666,6.81,4.21,0.165,25.5,Organic,0–10,59.2,31.3,6.3,11.85,61.04,185.07
41667,5.76,1.31,0.213,6.2,Traditional,10–20,46.86,22.7,4.03,14.74,46.65,233.07
41668,7.14,1.9,0.247,7.7,Monoculture,0–10,40.98,37.63,4.49,16.8,49.49,267.08
41669,6.24,2.68,0.172,15.6,Traditional,0–10,43.27,42.18,5.15,12.33,53.22,191.79
41670,6.76,1.48,0.181,8.2,Traditional,0–10,52.83,27.42,4.2,12.88,47.45,200.94
41671,6.5,3.19,0.222,14.4,Monoculture,10–20,53.63,44.83,5.51,15.3,56.02,242.1
41672,6.54,3.92,0.201,19.5,Traditional,0–10,54.55,44.41,6.18,14.01,59.76,220.87
41673,6.98,3.97,0.22,18.0,Traditional,10–20,45.89,45.88,6.17,15.18,59.81,239.81
41674,6.75,2.05,0.207,9.9,Organic,0–10,36.19,32.04,4.57,14.47,50.19,226.89
41675,6.0,1.53,0.207,7.4,Traditional,0–10,57.13,33.6,4.26,14.43,47.72,227.02
41676,5.65,3.72,0.223,16.7,Organic,10–20,38.99,33.19,6.02,15.35,58.5,243.23
41677,7.18,2.24,0.241,9.3,Organic,0–10,30.5,30.24,4.81,16.42,51.19,261.17
41678,7.27,3.29,0.17,19.4,Traditional,10–20,56.97,37.22,5.6,12.2,56.6,189.98
41679,5.83,1.28,0.082,15.6,Monoculture,0–10,42.84,39.75,4.02,6.9,46.35,102.09
41680,6.12,2.71,0.22,12.3,Monoculture,10–20,54.26,24.73,5.22,15.22,53.58,240.07
41681,6.06,2.05,0.226,9.1,Monoculture,0–10,31.89,36.92,4.66,15.6,50.28,245.78
41682,7.37,3.37,0.126,26.7,Organic,10–20,55.84,32.49,5.62,9.63,56.97,146.08
41683,5.91,3.14,0.064,49.1,Organic,0–10,44.76,29.28,5.54,5.86,55.58,84.18
41684,5.83,2.59,0.113,22.9,Monoculture,0–10,37.23,42.12,5.09,8.72,52.95,133.26
41685,5.86,4.26,0.088,48.4,Monoculture,0–10,58.75,21.41,6.39,7.24,61.4,108.07
41686,6.96,2.91,0.088,33.1,Traditional,10–20,40.14,23.1,5.25,7.22,54.72,107.82
41687,7.28,1.05,0.127,8.3,Monoculture,0–10,43.53,30.62,3.75,9.59,45.47,146.96
41688,6.29,2.84,0.128,22.2,Organic,10–20,47.55,33.04,5.18,9.62,54.13,148.18
41689,5.77,1.21,0.09,13.4,Organic,10–20,59.8,22.38,3.94,7.33,45.95,109.85
41690,6.67,4.36,0.108,40.4,Organic,10–20,53.55,29.95,6.48,8.45,61.74,127.98
41691,5.92,3.6,0.224,16.1,Monoculture,0–10,55.19,28.11,5.83,15.34,58.0,243.71
41692,5.63,1.03,0.245,4.2,Traditional,10–20,46.25,30.67,3.71,16.7,45.21,264.91
41693,7.27,2.71,0.162,16.7,Traditional,0–10,45.94,31.17,5.22,11.79,53.59,182.02
41694,7.24,4.3,0.22,19.5,Monoculture,0–10,49.51,21.03,6.48,15.22,61.55,240.08
41695,7.45,3.79,0.128,29.6,Traditional,10–20,41.59,27.9,6.06,9.76,59.0,147.96
41696,6.45,1.96,0.101,19.4,Monoculture,10–20,31.63,21.97,4.55,8.03,49.77,121.26
41697,6.09,3.37,0.095,35.5,Traditional,0–10,50.33,47.31,5.7,7.68,56.89,115.15
41698,7.04,3.69,0.206,17.9,Monoculture,10–20,57.34,26.22,5.86,14.43,58.37,225.96
41699,5.86,3.27,0.108,30.3,Traditional,10–20,58.32,47.11,5.71,8.47,56.39,128.17
41700,5.99,4.14,0.154,26.9,Monoculture,10–20,37.4,49.8,6.23,11.28,60.66,174.4
41701,6.01,1.82,0.103,17.7,Organic,10–20,56.47,45.14,4.5,8.22,49.04,123.23
41702,7.4,3.61,0.158,22.8,Organic,10–20,59.67,36.65,5.89,11.48,58.1,178.05
41703,6.96,3.11,0.061,51.0,Traditional,10–20,43.19,47.49,5.52,5.61,55.6,80.79
41704,5.77,4.38,0.18,24.3,Monoculture,0–10,32.79,48.47,6.5,12.76,61.71,200.13
41705,5.69,3.39,0.16,21.2,Traditional,10–20,35.48,32.78,5.65,11.6,56.95,180.02
41706,7.19,2.52,0.066,38.2,Monoculture,0–10,53.18,27.39,4.97,5.9,52.63,86.26
41707,7.1,1.41,0.055,25.6,Traditional,10–20,46.92,39.42,4.2,5.45,46.97,75.14
41708,6.84,3.23,0.11,29.4,Organic,0–10,40.29,33.19,5.54,8.65,56.02,129.88
41709,5.89,4.35,0.11,39.5,Monoculture,0–10,49.96,36.06,6.5,8.6,61.85,130.09
41710,6.46,2.16,0.105,20.6,Traditional,0–10,40.15,41.73,4.74,8.28,50.66,125.32
41711,6.71,3.3,0.227,14.5,Traditional,10–20,53.72,31.66,5.63,15.61,56.57,246.9
41712,7.36,3.75,0.198,18.9,Traditional,0–10,49.22,45.17,6.01,13.88,58.78,217.96
41713,5.84,4.06,0.139,29.2,Monoculture,0–10,57.75,26.33,6.24,10.28,60.57,159.19
41714,6.53,3.68,0.094,39.1,Monoculture,0–10,51.1,25.71,5.93,7.64,58.51,114.07
41715,5.82,2.45,0.147,16.7,Organic,0–10,45.56,42.32,5.01,10.8,52.3,166.96
41716,6.39,1.03,0.185,5.6,Traditional,0–10,58.53,46.7,3.85,13.12,45.13,204.86
41717,5.9,3.06,0.133,23.0,Organic,0–10,41.0,30.46,5.38,10.0,55.41,152.84
41718,7.17,2.93,0.237,12.4,Traditional,0–10,43.86,36.94,5.28,16.23,54.7,257.42
41719,6.01,2.48,0.113,21.9,Monoculture,10–20,49.89,36.47,4.96,8.78,52.54,133.02
41720,6.33,3.22,0.089,36.2,Traditional,0–10,55.77,42.93,5.56,7.31,55.88,109.02
41721,6.32,1.15,0.185,6.2,Monoculture,0–10,39.16,23.19,3.82,13.17,45.86,205.21
41722,7.23,4.18,0.126,33.2,Traditional,10–20,45.72,44.29,6.35,9.6,61.01,146.18
41723,7.02,2.07,0.059,35.1,Organic,0–10,37.48,24.92,4.6,5.51,50.43,79.3
41724,5.62,1.43,0.11,13.0,Monoculture,10–20,55.36,36.98,4.08,8.59,46.94,129.87
41725,5.63,1.69,0.239,7.1,Monoculture,0–10,32.67,35.33,4.44,16.34,48.37,259.0
41726,6.6,3.09,0.089,34.7,Traditional,0–10,47.22,25.96,5.41,7.39,55.31,109.01
41727,6.36,3.72,0.17,21.9,Monoculture,0–10,59.18,38.97,6.08,12.25,58.66,189.73
41728,6.05,1.55,0.118,13.1,Traditional,0–10,57.79,21.18,4.27,9.1,47.75,137.97
41729,7.09,3.39,0.178,19.0,Traditional,10–20,48.88,43.18,5.71,12.68,57.21,197.66
41730,5.76,1.53,0.215,7.1,Monoculture,0–10,35.36,31.52,4.27,14.96,47.58,235.07
41731,7.45,3.51,0.136,25.8,Traditional,0–10,42.27,31.52,5.79,10.11,57.73,155.98
41732,5.55,3.41,0.142,24.0,Organic,10–20,55.27,35.85,5.72,10.52,57.01,161.57
41733,5.74,4.01,0.158,25.4,Organic,0–10,51.24,33.99,6.27,11.38,60.13,177.94
41734,6.12,3.34,0.091,36.7,Organic,10–20,31.25,47.6,5.61,7.47,56.62,110.85
41735,6.52,1.23,0.232,5.3,Monoculture,10–20,45.7,32.54,3.91,15.9,46.17,252.05
41736,5.93,3.95,0.162,24.4,Monoculture,0–10,35.86,34.24,6.18,11.68,59.69,182.44
41737,6.97,3.29,0.125,26.3,Traditional,10–20,33.91,25.21,5.68,9.49,56.6,144.72
41738,6.22,1.74,0.164,10.6,Traditional,10–20,48.96,35.96,4.44,11.8,48.84,183.77
41739,5.58,4.29,0.227,18.9,Monoculture,10–20,50.59,41.94,6.52,15.65,61.42,246.97
41740,7.26,4.08,0.145,28.1,Organic,0–10,42.33,42.17,6.18,10.66,60.39,165.05
41741,7.39,2.48,0.093,26.7,Organic,10–20,49.79,36.79,5.06,7.59,52.43,113.06
41742,6.74,3.07,0.238,12.9,Traditional,10–20,36.08,38.59,5.38,16.32,55.47,257.94
41743,7.11,3.34,0.248,13.5,Monoculture,0–10,47.23,22.79,5.66,16.91,56.72,268.26
41744,5.74,3.96,0.219,18.1,Traditional,0–10,36.44,48.89,6.17,15.16,59.56,239.21
41745,6.04,2.24,0.163,13.7,Traditional,10–20,38.03,32.71,4.9,11.81,51.26,182.96
41746,6.15,3.37,0.149,22.6,Monoculture,0–10,56.57,22.48,5.75,10.9,56.75,169.04
41747,7.42,3.49,0.141,24.8,Organic,10–20,41.16,22.01,5.74,10.5,57.55,161.08
41748,6.52,2.29,0.103,22.2,Organic,10–20,47.77,40.58,4.8,8.22,51.5,122.7
41749,5.51,2.49,0.185,13.5,Monoculture,0–10,49.28,20.24,4.95,13.12,52.45,204.96
41750,6.26,2.48,0.224,11.1,Organic,0–10,54.57,46.59,4.94,15.35,52.45,243.75
41751,5.52,2.42,0.066,36.7,Traditional,10–20,47.12,31.44,4.93,5.92,52.12,85.98
41752,5.98,2.89,0.11,26.3,Traditional,10–20,45.95,38.71,5.33,8.54,54.3,129.79
41753,6.41,1.16,0.148,7.8,Organic,10–20,39.51,49.53,3.96,10.87,45.72,168.08
41754,6.15,4.49,0.095,47.3,Monoculture,0–10,56.94,46.78,6.54,7.76,62.38,114.96
41755,5.57,2.07,0.087,23.8,Traditional,0–10,45.37,37.51,4.67,7.22,50.27,107.02
41756,5.73,2.89,0.212,13.6,Traditional,10–20,39.64,20.79,5.3,14.66,54.63,232.0
41757,6.6,2.0,0.16,12.5,Organic,0–10,43.81,27.03,4.6,11.62,50.11,179.98
41758,6.89,4.28,0.246,17.4,Traditional,0–10,49.11,21.62,6.44,16.76,61.5,266.14
41759,6.31,4.41,0.055,80.2,Organic,10–20,36.13,35.23,6.58,5.29,62.2,74.87
41760,6.96,4.43,0.233,19.0,Monoculture,0–10,57.86,41.69,6.59,15.99,62.19,252.85
41761,5.83,2.52,0.211,11.9,Traditional,0–10,39.56,37.24,5.05,14.65,52.68,230.97
41762,5.74,3.12,0.233,13.4,Organic,10–20,30.56,37.69,5.48,15.99,55.53,253.35
41763,7.18,3.88,0.059,65.8,Organic,10–20,34.92,28.3,6.11,5.51,59.27,79.13
41764,6.18,1.53,0.213,7.2,Organic,0–10,53.68,35.02,4.3,14.73,47.55,232.85
41765,6.36,2.34,0.111,21.1,Organic,0–10,42.95,30.17,4.86,8.58,51.58,130.91
41766,7.4,2.07,0.176,11.8,Organic,10–20,42.14,34.86,4.69,12.51,50.27,195.9
41767,6.35,2.71,0.137,19.8,Monoculture,10–20,57.3,38.82,5.16,10.2,53.51,157.05
41768,5.51,3.79,0.239,15.9,Traditional,0–10,47.7,42.88,6.01,16.38,58.99,259.1
41769,7.38,3.2,0.075,42.7,Organic,0–10,52.29,40.15,5.51,6.54,56.06,94.88
41770,5.53,1.41,0.127,11.1,Monoculture,10–20,35.22,49.64,4.09,9.58,46.9,146.96
41771,6.82,1.71,0.055,31.1,Traditional,10–20,41.95,27.13,4.42,5.37,48.66,74.84
41772,6.15,1.46,0.194,7.5,Monoculture,0–10,59.35,46.66,4.19,13.77,47.42,213.99
41773,6.44,1.76,0.222,7.9,Organic,0–10,34.86,26.96,4.41,15.27,48.78,242.03
41774,6.59,1.11,0.083,13.4,Monoculture,10–20,39.44,40.12,3.88,6.95,45.59,103.07
41775,6.32,4.09,0.171,23.9,Organic,10–20,35.38,46.07,6.25,12.22,60.47,191.1
41776,7.05,3.95,0.094,42.0,Organic,0–10,39.52,33.1,6.17,7.68,59.89,114.21
41777,7.36,2.94,0.077,38.2,Traditional,0–10,43.04,48.69,5.37,6.53,54.9,96.65
41778,5.67,3.69,0.17,21.7,Traditional,10–20,40.4,49.82,5.87,12.12,58.22,190.37
41779,7.1,4.5,0.091,49.5,Monoculture,10–20,31.4,30.61,6.67,7.45,62.56,111.14
41780,5.76,3.04,0.135,22.5,Organic,10–20,52.21,21.72,5.5,10.17,55.33,155.13
41781,5.66,3.15,0.155,20.3,Monoculture,0–10,57.77,36.17,5.5,11.23,55.9,175.18
41782,7.41,4.02,0.07,57.4,Organic,0–10,50.46,32.21,6.16,6.22,60.17,89.97
41783,6.48,2.86,0.167,17.1,Traditional,10–20,43.86,34.77,5.3,11.94,54.41,186.66
41784,5.81,1.18,0.162,7.3,Organic,0–10,34.12,35.88,3.95,11.7,45.76,181.88
41785,6.64,2.21,0.197,11.2,Traditional,10–20,48.54,45.73,4.79,13.82,51.16,217.39
41786,6.03,3.51,0.137,25.6,Monoculture,0–10,38.61,24.37,5.8,10.18,57.57,156.74
41787,6.43,3.47,0.152,22.8,Traditional,0–10,48.07,33.78,5.79,11.09,57.36,172.24
41788,6.75,4.48,0.115,39.0,Monoculture,10–20,59.79,42.76,6.54,8.87,62.4,135.11
41789,7.24,3.6,0.108,33.3,Organic,10–20,37.1,28.45,5.81,8.5,57.94,128.0
41790,5.51,1.25,0.075,16.7,Organic,0–10,38.18,45.43,4.03,6.55,46.27,94.58
41791,5.93,4.34,0.182,23.8,Traditional,10–20,35.01,30.42,6.56,12.98,61.66,202.31
41792,5.69,1.11,0.06,18.5,Monoculture,10–20,44.16,49.54,3.88,5.64,45.58,80.23
41793,5.69,3.25,0.174,18.7,Traditional,0–10,45.38,40.59,5.6,12.4,56.24,193.95
41794,7.39,1.9,0.072,26.4,Traditional,10–20,49.89,35.53,4.55,6.38,49.58,91.69
41795,7.37,1.86,0.053,35.1,Traditional,0–10,58.85,38.62,4.48,5.16,49.4,73.03
41796,7.0,2.99,0.151,19.8,Monoculture,0–10,46.77,23.2,5.32,11.03,55.01,171.26
41797,6.79,1.1,0.112,9.8,Organic,10–20,59.56,28.49,3.94,8.74,45.61,132.21
41798,7.2,1.98,0.108,18.3,Organic,10–20,37.82,44.27,4.61,8.52,49.67,128.1
41799,5.62,1.82,0.106,17.2,Organic,0–10,45.98,35.8,4.45,8.43,49.22,125.61
41800,5.74,2.42,0.146,16.6,Monoculture,0–10,49.2,27.88,4.85,10.84,52.26,166.01
41801,6.13,1.16,0.097,12.0,Organic,0–10,40.01,44.15,3.95,7.78,45.63,116.89
41802,7.16,2.14,0.248,8.6,Organic,0–10,32.95,45.8,4.68,16.99,50.45,267.94
41803,6.44,1.63,0.198,8.2,Traditional,0–10,56.63,33.35,4.3,13.9,48.07,218.28
41804,6.51,1.72,0.184,9.3,Monoculture,0–10,48.6,20.61,4.45,13.03,48.53,204.02
41805,5.96,3.9,0.116,33.6,Organic,0–10,33.03,20.74,6.07,8.92,59.32,135.99
